GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Z axis)(g),Average trip speed(whilst stopped or moving)(km/h),Air Fuel Ratio(Measured)(:1),Barometer (on Android device)(mb),Distance to empty (Estimated)(km),Distance travelled with MIL/CEL lit(km),Engine Coolant Temperature(캜),Engine Load(%),Fuel Remaining (Calculated from vehicle profile)(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel used (trip)(gal),GPS Altitude(m),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 2(%),GPS Accuracy(m),Fuel Trim Bank 1 Short Term(%),GPS Bearing(?,GPS vs OBD Speed difference(km/h),Voltage (Control Module)(V),Mass Air Flow Rate(g/s),Intake Air Temperature(캜),Intake Manifold Pressure(psi),O2 Sensor1 Equivalence Ratio(alternate),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Engine kW (At the wheels)(kW),Horsepower (At the wheels)(hp),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Long Term Average)(mpg),Torque(Nm),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Speed (OBD)(km/h),Absolute Throttle Position B(%),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),CO? in g/km (Average)(g/km),Fuel Level (From Engine ECU)(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Throttle Position(Manifold)(%)
Mon Mar 03 13:03:36 EST 2014,03-Mar-2014 13:03:37.117,-79.96425847,40.4563451,15.25,5.0,267.0,63.7,-8.77,-0.82,-0.22,-0.08,0.04,-0.1,-1.03,-0.18,35.98,-,991.76,-888.17,-,87,30.98,-110.55,1784.25,5.57,1.1,0.02,1.46,267,1.56,-,5,-1.56,63.7,0.1,-,13.67,0,-,-,56.63,1587.71,5.59,7.5,12.55,7.97,35.46,29.94,5468,3927.3,1542.05,53,-,-,-,-,323.32,-,-,-,18.04
Mon Mar 03 13:03:38 EST 2014,03-Mar-2014 13:03:39.134,-79.96395033,40.45646602,15.0,3.0,266.0,61.8,-9.45,-0.47,-0.48,-0.02,0.05,-0.04,-1.04,-0.19,35.99,-,991.82,-888.2,-,87,41.96,-110.56,1800.5,5.57,0.91,0.02,1.46,266,0,-,3,6.25,61.8,1,-,11.29,0,-,-,56.65,1587.74,5.59,7.5,12.55,7.97,35.46,29.94,5470,3929.32,1542.05,53,-,-,-,-,323.09,-,-,-,17.65
Mon Mar 03 13:03:40 EST 2014,03-Mar-2014 13:03:41.193,-79.96363114,40.45659776,15.25,4.0,267.0,61.5,-9.32,-0.63,-0.42,-0.03,0.18,-0.15,-1.16,-0.2,36,-,991.83,-888.23,-,87,25.88,-110.56,1813.5,5.57,0.89,0.01,1.46,267,0.78,-,4,-2.34,61.5,0.9,-,11.12,0,-,-,56.68,1587.77,2.86,3.83,12.55,7.97,35.46,15.05,5473,3931.35,1542.05,54,-,-,-,-,322.85,-,-,-,18.43
Mon Mar 03 13:03:42 EST 2014,03-Mar-2014 13:03:43.263,-79.96332109,40.45673753,15.0,4.0,267.0,57.6,-10.39,-0.85,-1.27,0.09,-0.18,-0.05,-0.81,-0.21,36,-,991.72,-888.29,-,87,61.18,-110.57,2002.25,5.57,1.83,0.03,1.46,267,0,-,4,-0.78,57.6,0.9,-,22.75,0,-,-,56.71,1587.8,2.86,3.83,12.55,7.97,35.46,15.05,5475,3933.39,1542.05,54,-,-,-,-,323.02,-,-,-,28.63
Mon Mar 03 13:03:44 EST 2014,03-Mar-2014 13:03:45.242,-79.96298539,40.45687266,16.0,4.0,269.0,61.5,-10.33,-0.32,-1.19,0.08,0.06,-0.03,-1.05,-0.22,36.01,-,991.59,-888.35,-,87,65.1,-110.57,1909.75,5.58,2,0.03,1.46,269,0.78,-,4,-2.34,61.5,1.3,-,24.86,-1,-,-,56.75,1587.83,11.93,16,12.55,7.97,35.46,59.64,5477,3935.47,1542.05,58,-,-,-,-,323.26,-,-,-,17.65
Mon Mar 03 13:03:46 EST 2014,03-Mar-2014 13:03:47.263,-79.96265181,40.45702492,16.25,4.0,269.0,61.7,-9.43,-1.21,-0.73,-0.01,0.02,-0.02,-1.01,-0.19,36.02,-,991.67,-888.38,-,87,63.92,-110.58,1604,5.58,1.33,0.02,1.46,269,0.78,-,4,4.69,61.7,0.6,-,16.55,-1,-,-,56.78,1587.86,11.93,16,12.55,7.97,35.46,59.64,5479,3937.46,1542.05,57,-,-,-,-,323.17,-,-,-,27.84
Mon Mar 03 13:03:48 EST 2014,03-Mar-2014 13:03:49.296,-79.96232676,40.45716772,16.25,4.0,268.0,61.6,-9.48,-0.11,-0.52,-0.01,-0.07,-0.08,-0.92,-0.15,36.03,-,991.64,-888.42,-,87,34.9,-110.58,1542.25,5.58,1.09,0.02,1.46,268,2.34,-,4,-2.34,61.6,0.5,-,13.56,-1,-,-,56.81,1587.89,6.22,8.34,12.55,7.97,35.46,38.5,5481,3939.47,1542.05,59,-,-,-,-,322.98,-,-,-,18.04
Mon Mar 03 13:03:51 EST 2014,03-Mar-2014 13:03:51.430,-79.9618115,40.45737774,16.5,3.0,269.0,59.1,-8.99,-0.24,-0.4,-0.06,-0.05,-0.02,-0.95,-0.16,36.03,-,991.57,-888.46,-,87,49.41,-110.59,1617,5.59,1.28,0.02,1.46,269,0.78,-,3,-0.78,59.1,1.4,-,15.89,-1,-,-,56.85,1587.93,6.22,8.34,12.55,7.97,35.46,38.5,5483,3941.78,1542.05,58,-,-,-,-,322.86,-,-,-,23.53
Mon Mar 03 13:03:53 EST 2014,03-Mar-2014 13:03:53.471,-79.96144945,40.45752462,16.75,4.0,269.0,60.8,-8.08,-0.22,-0.42,-0.16,-0.17,-0.02,-0.82,-0.14,36.04,-,991.56,-888.51,-,87,59.22,-110.6,1721.75,5.59,1.56,0.03,1.46,269,0,-,4,-0.78,60.8,1.4,-,19.43,-1,-,-,56.88,1587.96,-,-,12.55,7.97,35.46,-,5485,3943.9,1542.05,58,-,-,-,-,322.86,-,-,-,23.14
Mon Mar 03 13:03:55 EST 2014,03-Mar-2014 13:03:55.543,-79.9611278,40.45765925,16.25,4.0,269.0,61.1,-11.8,-0.91,-1.24,0.23,0.22,-0.12,-1.21,-0.27,36.05,-,991.42,-888.54,-,87,41.57,-110.6,1560.5,5.59,1.07,0.02,1.46,269,2.34,-,4,-1.56,61.1,1.3,-,13.34,-1,-,-,56.91,1587.99,3.11,4.17,12.55,7.97,35.46,19.02,5487,3945.86,1542.05,59,-,-,-,-,322.66,-,-,-,17.65
Mon Mar 03 13:03:57 EST 2014,03-Mar-2014 13:03:57.506,-79.96079639,40.45779907,16.0,3.0,269.0,61.2,-9.81,-0.36,-0.58,0.02,0,-0.04,-1,-0.16,36.06,-,991.39,-888.56,-,88,27.45,-110.6,1390,5.59,0.66,0.01,1.46,269,3.12,-,3,-2.34,61.2,0.5,-,8.25,-1,-,-,56.95,1588.03,3.11,4.17,12.55,7.97,35.46,19.02,5489,3947.77,1542.05,58,-,-,-,-,322.28,-,-,-,17.65
Mon Mar 03 13:03:59 EST 2014,03-Mar-2014 13:03:59.503,-79.96046358,40.45794112,16.0,4.0,271.0,61.2,-10.29,-0.81,-1.68,0.09,-0.16,-0.01,-0.84,-0.18,36.07,-,991.32,-888.62,-,88,70.2,-110.61,1693,5.6,1.54,0.03,1.47,271,0,-,4,0.78,61.2,0.6,-,19.21,-1,-,-,56.98,1588.06,-,-,12.55,7.97,35.46,-,5491,3949.87,1542.05,57,-,-,-,-,322.28,-,-,-,31.37
Mon Mar 03 13:04:01 EST 2014,03-Mar-2014 13:04:01.489,-79.96011146,40.45808924,17.0,3.0,271.0,61.1,-10.45,-0.91,-1.27,0.1,0.01,-0.02,-0.99,-0.27,36.07,-,991.24,-888.68,-,88,72.55,-110.62,1940.75,5.6,2.29,0.04,1.47,271,0,-,3,0.78,61.1,1.4,-,28.51,-2,-,-,57.01,1588.09,6.51,8.73,12.55,7.97,35.46,32.02,5493,3951.82,1542.05,59,-,-,-,-,322.6,-,-,-,32.94
Mon Mar 03 13:04:03 EST 2014,03-Mar-2014 13:04:03.631,-79.95973345,40.45824274,17.75,3.0,273.0,61.4,-8.66,0.07,-0.59,-0.1,0.01,-0.08,-1,-0.21,36.08,-,991.13,-888.75,-,88,33.73,-110.63,1941.5,5.61,2.28,0.04,1.47,273,0.78,-,3,-3.12,61.4,0.8,-,28.4,-2,-,-,57.04,1588.12,9.62,12.9,12.55,7.97,35.46,47.31,5495,3953.84,1542.05,62,-,-,-,-,322.89,-,-,-,20
Mon Mar 03 13:04:05 EST 2014,03-Mar-2014 13:04:05.652,-79.95937713,40.45839287,17.25,3.0,272.0,61.4,-8.95,-0.68,0.52,-0.06,0.18,-0.23,-1.14,-0.24,36.09,-,991.18,-888.8,-,89,34.9,-110.63,1756,5.61,1.62,0.03,1.47,272,3.12,-,3,-3.12,61.4,1.9,-,20.15,-2,-,-,57.08,1588.16,9.62,12.9,12.55,7.97,35.46,47.31,5497,3955.84,1542.05,62,-,-,-,-,322.87,-,-,-,17.65
Mon Mar 03 13:04:07 EST 2014,03-Mar-2014 13:04:07.679,-79.95901872,40.45853834,17.0,3.0,273.0,60.8,-9.43,-0.76,0.71,-0.01,-0.13,0.02,-0.85,0.09,36.1,-,991.18,-888.82,-,89,26.67,-110.64,1442,5.61,0.67,0.01,1.47,273,3.91,-,3,-3.91,60.8,1.1,-,8.36,-2,-,-,57.11,1588.19,-,-,12.55,7.97,35.46,-,5499,3957.84,1542.05,61,-,-,-,-,322.48,-,-,-,17.65
Mon Mar 03 13:04:09 EST 2014,03-Mar-2014 13:04:09.677,-79.95872188,40.45863908,13.5,3.0,272.0,64.8,-9.9,0.27,0.24,0.03,-0.07,-0.01,-0.93,-0.07,36.11,-,991.2,-888.84,-,89,26.67,-110.64,1160,5.61,0.45,0.01,1.47,272,3.91,-,3,1.56,64.8,5,-,5.64,-2,-,-,57.14,1588.23,-,-,12.55,7.97,35.46,-,5501,3959.89,1542.05,49,-,-,-,-,322.02,-,-,-,17.65
Mon Mar 03 13:04:11 EST 2014,03-Mar-2014 13:04:11.760,-79.95844625,40.4587069,12.25,3.0,271.0,73.1,-9.98,0.39,-0.97,0.04,-0,0.07,-0.99,-0.21,36.11,-,991.18,-888.87,-,89,26.27,-110.64,1446.75,5.61,0.58,0.01,1.47,271,3.12,-,3,2.34,73.1,1,-,7.25,-2,-,-,57.17,1588.25,-,-,12.55,7.97,35.46,-,5503,3961.96,1542.05,44,-,-,-,-,321.66,-,-,-,17.65
Mon Mar 03 13:04:13 EST 2014,03-Mar-2014 13:04:13.737,-79.95816726,40.4587437,11.5,3.0,272.0,83.9,-10.02,0.13,-0.8,0.04,0.07,0.04,-1.07,-0.12,36.11,-,991.08,-888.89,-,90,27.45,-110.64,1390.25,5.61,0.57,0.01,1.47,272,3.12,-,3,3.12,83.9,1.2,-,7.03,-2,-,-,57.2,1588.28,-,-,12.55,7.97,35.46,-,5505,3963.95,1542.05,42,-,-,-,-,321.33,-,-,-,17.65
Mon Mar 03 13:04:15 EST 2014,03-Mar-2014 13:04:15.714,-79.95789695,40.45873406,10.75,3.0,273.0,92.9,-8.35,0.91,1.91,-0.1,0.2,-0.02,-1.2,-0.01,36.11,-,991.16,-888.91,-,90,27.84,-110.64,1318.75,5.62,0.55,0.01,1.47,273,6.25,-,3,3.12,92.9,2.4,-,6.81,-1,-,-,57.22,1588.3,-,-,12.55,7.97,35.46,-,5507,3965.89,1542.05,39,-,-,-,-,321,-,-,-,17.65
Mon Mar 03 13:04:17 EST 2014,03-Mar-2014 13:04:17.697,-79.95768955,40.4587092,8.0,4.0,273.0,94.6,-10.01,-1.03,1.62,0.06,0.05,-0.07,-1.04,0.01,36.11,-,991.14,-888.93,-,90,31.76,-110.65,1012.75,5.62,0.48,0.01,1.47,273,5.47,-,4,-3.91,94.6,6.2,-,5.92,-1,-,-,57.24,1588.32,-,-,12.55,7.97,35.46,-,5509,3967.92,1542.05,28,-,-,-,-,320.65,-,-,-,17.65
Mon Mar 03 13:04:19 EST 2014,03-Mar-2014 13:04:19.746,-79.95760681,40.45869105,3.5,3.0,275.0,102.0,-9.2,-0.93,1.53,-0.03,0.02,-0.1,-0.97,0.18,36.1,-,991.29,-888.95,-,90,34.12,-110.65,773.5,5.62,0.38,0.01,1.47,275,6.25,-,3,-3.91,102,5.7,-,4.7,-1,-,-,57.25,1588.33,-,-,12.55,7.97,35.46,-,5511,3969.95,1542.05,15,-,-,-,-,320.34,-,-,-,17.65
Mon Mar 03 13:04:21 EST 2014,03-Mar-2014 13:04:21.725,-79.95760051,40.45869339,0.0,3.0,275.0,0.0,-9.68,-0.68,-1.56,0.02,-0.04,-0.09,-0.94,-0.25,36.09,-,991.16,-888.97,-,90,37.25,-110.65,730.5,5.62,0.36,0.01,1.47,275,6.25,-,3,-0.78,0,3.6,-,4.48,-2,-,-,57.25,1588.33,-,-,12.55,7.97,35.46,-,5513,3970.85,1543.15,0,-,-,-,-,320.27,-,-,-,17.65
Mon Mar 03 13:04:23 EST 2014,03-Mar-2014 13:04:23.811,-79.95759952,40.45868908,0.75,3.0,275.0,106.4,-9.66,-0.71,-2.9,0.05,0.03,-0.07,-0.98,-0.4,36.08,-,991.1,-888.97,-,91,65.88,-110.65,723,5.62,0.33,0.01,1.47,275,-1.56,-,3,1.56,106.4,0,-,4.15,-2,-,-,57.25,1588.33,-,-,12.55,7.97,35.46,-,5515,3970.85,1545.24,0,-,-,-,-,320.27,-,-,-,26.67
Mon Mar 03 13:04:25 EST 2014,03-Mar-2014 13:04:25.837,-79.9575243,40.45867146,4.25,3.0,275.0,104.7,-9.68,-0.77,-1.83,0.03,0.01,-0.08,-0.99,-0.29,36.07,-,991.1,-889.03,-,91,65.49,-110.66,1801.75,5.62,1.87,0.03,1.47,275,0,-,3,0.78,104.7,4.9,-,23.2,-2,-,-,57.25,1588.33,8.99,12.05,12.55,7.97,35.46,47.64,5517,3972.02,1546.08,13,-,-,-,-,320.27,-,-,-,29.02
Mon Mar 03 13:04:27 EST 2014,03-Mar-2014 13:04:27.835,-79.95737746,40.45862663,7.0,4.0,274.0,109.8,-10.1,-0.59,-1.73,0.07,0.05,-0.07,-1.04,-0.22,36.06,-,991.07,-889.1,-,91,42.75,-110.67,1841.5,5.63,2.18,0.04,1.47,274,0.78,-,4,-3.91,109.8,4.3,-,27.13,-2,-,-,57.26,1588.34,16.33,21.89,12.55,7.97,35.46,84.66,5519,3974.01,1546.08,25,-,-,-,-,320.27,-,-,-,26.27
Mon Mar 03 13:04:29 EST 2014,03-Mar-2014 13:04:29.860,-79.95718629,40.45856782,8.75,3.0,274.0,113.0,-10.67,-1.1,-0.85,0.12,-0.17,-0.08,-0.83,-0.11,36.06,-,991.1,-889.16,-,91,67.84,-110.68,1956,5.63,2.09,0.03,1.47,274,0,-,3,-3.12,113,2.1,-,25.96,-2,-,-,57.27,1588.35,7.99,10.72,12.55,7.97,35.46,39.03,5521,3976.04,1546.08,30,-,-,-,-,321.64,-,-,-,27.06
Mon Mar 03 13:04:31 EST 2014,03-Mar-2014 13:04:31.984,-79.9569785,40.45847983,10.0,3.0,273.0,113.7,-9.65,-1.21,-1.33,0.02,0.23,-0.11,-1.21,-0.28,36.06,-,991.16,-889.18,-,90,27.84,-110.68,1853.75,5.63,1.05,0.02,1.48,273,0,-,3,0.78,113.7,0.9,-,13.06,-2,-,-,57.29,1588.37,11.22,15.04,12.55,7.97,35.46,57.79,5523,3978.18,1546.08,36,-,-,-,-,321.83,-,-,-,17.65
Mon Mar 03 13:04:33 EST 2014,03-Mar-2014 13:04:34.012,-79.95675052,40.45839778,11.0,4.0,272.0,113.6,-7.52,0.42,-0.36,-0.21,-0.23,0.04,-0.77,-0.14,36.06,-,991.19,-889.24,-,89,60.39,-110.69,2000,5.64,1.84,0.03,1.48,272,2.34,-,4,-2.34,113.6,1.1,-,22.86,-1,-,-,57.31,1588.4,3.96,5.32,12.55,7.97,35.46,18.93,5525,3980.2,1546.08,38,-,-,-,-,322.42,-,-,-,17.65
Mon Mar 03 13:04:35 EST 2014,03-Mar-2014 13:04:36.182,-79.95650025,40.45830974,11.75,4.0,272.0,112.1,-8.83,0.51,0.25,-0.08,-0.1,0.05,-0.9,-0.07,36.06,-,991.31,-889.26,-,88,28.63,-110.69,1470,5.64,0.81,0.01,1.48,272,3.91,-,4,0,112.1,0.6,-,10.02,-1,-,-,57.34,1588.42,8.99,12.05,12.55,7.97,35.46,58.39,5528,3982.33,1546.08,42,-,-,-,-,322.28,-,-,-,17.65
Mon Mar 03 13:04:37 EST 2014,03-Mar-2014 13:04:38.166,-79.95625543,40.45822428,11.0,3.0,272.0,113.2,-8.95,1.36,-1.13,-0.05,0.04,0.04,-1.04,-0.18,36.07,-,991.37,-889.28,-,88,27.06,-110.69,1372,5.64,0.56,0.01,1.48,272,3.12,-,3,4.69,113.2,1.3,-,6.92,-1,-,-,57.36,1588.44,8.99,12.05,12.55,7.97,35.46,58.39,5530,3984.36,1546.08,41,-,-,-,-,321.96,-,-,-,17.65
Mon Mar 03 13:04:39 EST 2014,03-Mar-2014 13:04:40.185,-79.95604185,40.45812606,10.75,3.0,272.0,122.0,-9.93,0.76,-0.68,0.04,-0.16,0.09,-0.84,-0.13,36.07,-,991.36,-889.3,-,88,27.45,-110.69,1315.75,5.64,0.55,0.01,1.48,272,1.56,-,3,0,122,0.6,-,6.86,-1,-,-,57.38,1588.46,-,-,12.55,7.97,35.46,-,5532,3986.36,1546.08,39,-,-,-,-,321.64,-,-,-,20
Mon Mar 03 13:04:41 EST 2014,03-Mar-2014 13:04:42.219,-79.95585611,40.45798877,11.0,3.0,271.0,136.8,-10.04,0.25,-1,0.05,0.12,0.07,-1.1,-0.29,36.07,-,991.37,-889.33,-,88,52.55,-110.7,1468.25,5.65,0.95,0.02,1.48,271,0.78,-,3,6.25,136.8,0.6,-,11.79,-1,-,-,57.4,1588.49,-,-,12.55,7.97,35.46,-,5534,3988.36,1546.08,39,-,-,-,-,321.58,-,-,-,25.88
Mon Mar 03 13:04:43 EST 2014,03-Mar-2014 13:04:44.295,-79.95572367,40.45781083,11.75,4.0,272.0,151.4,-8.92,-0.81,-0.14,-0.07,0.09,0.02,-1.08,-0.21,36.07,-,991.28,-889.38,-,88,63.14,-110.71,1754.25,5.65,1.61,0.03,1.48,272,1.56,-,4,-0.78,151.4,0.6,-,20.04,-1,-,-,57.43,1588.51,6.72,9.01,12.55,7.97,35.46,36.59,5536,3990.47,1546.08,42,-,-,-,-,321.93,-,-,-,24.31
Mon Mar 03 13:04:45 EST 2014,03-Mar-2014 13:04:46.352,-79.95560706,40.4576119,12.5,4.0,271.0,155.8,-10.58,-1.38,-0.46,0.11,0.01,-0.05,-1,-0.18,36.07,-,991.23,-889.42,-,88,52.16,-110.71,1718,5.65,1.44,0.02,1.48,271,0.78,-,4,-3.12,155.8,1.7,-,17.88,-1,-,-,57.45,1588.53,4.54,6.09,12.55,7.97,35.46,25.25,5538,3992.52,1546.08,44,-,-,-,-,322.11,-,-,-,23.14
Mon Mar 03 13:04:47 EST 2014,03-Mar-2014 13:04:48.384,-79.95548852,40.45741354,12.75,3.0,271.0,155.2,-12.32,-0.57,-1.52,0.29,-0.25,-0.06,-0.75,-0.09,36.08,-,991.11,-889.46,-,88,49.8,-110.72,1728.25,5.65,1.37,0.02,1.48,271,0.78,-,3,0,155.2,0.9,-,16.99,-1,-,-,57.48,1588.56,2.39,3.21,12.55,7.97,35.46,13.22,5540,3994.53,1546.08,45,-,-,-,-,322.21,-,-,-,17.65
Mon Mar 03 13:04:49 EST 2014,03-Mar-2014 13:04:50.392,-79.95535779,40.4572008,13.0,4.0,271.0,153.5,-7.06,-0.53,0.36,-0.26,-0.28,-0.05,-0.72,-0.06,36.08,-,991.12,-889.48,-,87,29.41,-110.72,1590.75,5.66,0.88,0.01,1.48,271,3.91,-,4,-4.69,153.5,1.8,-,10.9,-1,-,-,57.5,1588.58,2.39,3.21,12.55,7.97,35.46,13.22,5542,3996.58,1546.08,45,-,-,-,-,322.03,-,-,-,17.65
Mon Mar 03 13:04:51 EST 2014,03-Mar-2014 13:04:52.364,-79.95521936,40.45699289,13.0,3.0,270.0,153.1,-9.56,0.16,-0.93,-0,0.1,-0.09,-1.08,-0.27,36.08,-,991.06,-889.51,-,87,60,-110.72,1599.25,5.66,0.96,0.02,1.48,270,0.78,-,3,5.47,153.1,1.8,-,11.9,-1,-,-,57.53,1588.61,-,-,12.55,7.97,35.46,-,5544,3998.54,1546.08,45,-,-,-,-,321.9,-,-,-,27.84
Mon Mar 03 13:04:54 EST 2014,03-Mar-2014 13:04:54.379,-79.9550204,40.45669511,13.25,4.0,268.0,152.3,-8.67,0.18,-0.44,-0.1,-0.11,0.02,-0.88,-0.14,36.09,-,991.02,-889.57,-,87,33.33,-110.73,1880.25,5.66,1.78,0.03,1.48,268,0.78,-,4,-4.69,152.3,1.1,-,22.14,-1,-,-,57.55,1588.63,5.08,6.82,12.55,7.97,35.46,25.82,5546,4000.75,1546.08,47,-,-,-,-,322.21,-,-,-,17.65
Mon Mar 03 13:04:55 EST 2014,03-Mar-2014 13:04:56.413,-79.954951,40.4565892,13.5,4.0,270.0,152.8,-9.53,-0.11,-0.37,-0.01,-0.03,-0.01,-0.97,-0.14,36.09,-,991.07,-889.59,-,88,27.06,-110.73,1617.5,5.66,0.8,0.01,1.48,270,3.91,-,4,-3.12,152.8,0.3,-,9.91,-1,-,-,57.58,1588.66,2.54,3.4,12.55,7.97,35.46,14.98,5548,4002.58,1546.08,48,-,-,-,-,321.97,-,-,-,17.65
Mon Mar 03 13:04:58 EST 2014,03-Mar-2014 13:04:58.405,-79.95472692,40.45622786,14.75,4.0,266.0,154.4,-10.11,-0.73,-0.42,0.05,-0,-0.02,-1,-0.07,36.1,-,991.38,-889.61,-,88,23.92,-110.74,1626.5,5.67,0.62,0.01,1.48,266,3.91,-,4,2.34,154.4,0.6,-,7.69,-1,-,-,57.61,1588.69,8.13,10.91,12.55,7.97,35.46,47.75,5550,4004.75,1546.08,51,-,-,-,-,321.64,-,-,-,17.65
Mon Mar 03 13:05:00 EST 2014,03-Mar-2014 13:05:00.572,-79.95456302,40.45598652,15.5,4.0,264.0,154.2,-11.03,-0.24,-0.81,0.15,0.31,-0.2,-1.3,-0.16,36.1,-,991.59,-889.63,-,88,23.53,-110.74,1700.5,5.67,0.64,0.01,1.48,264,3.91,-,4,-2.34,154.2,0.9,-,7.91,-1,-,-,57.64,1588.72,9,12.07,12.55,7.97,35.46,50.52,5552,4006.75,1546.08,54,-,-,-,-,321.3,-,-,-,17.65
Mon Mar 03 13:05:02 EST 2014,03-Mar-2014 13:05:02.381,-79.95440173,40.45573562,16.0,3.0,262.0,154.3,-9.33,0.59,0.09,-0.03,0.07,-0.05,-1.06,-0.15,36.11,-,991.82,-889.66,-,88,23.92,-110.74,1684,5.67,0.64,0.01,1.48,262,3.91,-,3,3.12,154.3,0.2,-,7.97,-1,-,-,57.67,1588.75,6.02,8.07,12.55,7.97,35.46,34.12,5554,4008.75,1546.08,56,-,-,-,-,320.94,-,-,-,17.65
Mon Mar 03 13:05:03 EST 2014,03-Mar-2014 13:05:04.421,-79.95432008,40.45560195,16.25,3.0,262.0,153.8,-8.85,-0.23,0.38,-0.08,-0.01,-0,-0.99,-0.14,36.12,-,992.11,-889.68,-,88,24.71,-110.74,1680.5,5.67,0.65,0.01,1.48,262,3.12,-,3,2.34,153.8,0.4,-,8.08,-1,-,-,57.7,1588.78,6.43,8.62,12.55,7.97,35.46,36.51,5556,4010.59,1546.08,58,-,-,-,-,320.58,-,-,-,17.65
Mon Mar 03 13:05:05 EST 2014,03-Mar-2014 13:05:06.401,-79.9541532,40.4553442,15.75,4.0,262.0,155.3,-8.95,0.17,0.42,-0.07,-0.06,0.06,-0.93,-0.2,36.12,-,992.34,-889.71,-,89,24.71,-110.75,1657.75,5.67,0.64,0.01,1.49,262,3.91,-,4,3.12,155.3,1.4,-,7.97,-1,-,-,57.73,1588.81,6.43,8.62,12.55,7.97,35.46,36.51,5558,4012.58,1546.08,58,-,-,-,-,320.2,-,-,-,17.65
Mon Mar 03 13:05:08 EST 2014,03-Mar-2014 13:05:08.575,-79.95389937,40.45490517,17.5,4.0,262.0,154.9,-9.61,-0.32,-0.35,-0,0.05,-0.02,-1.04,-0.19,36.13,-,992.6,-889.73,-,89,25.1,-110.75,1661,5.67,0.65,0.01,1.49,262,3.91,-,4,2.34,154.9,0.6,-,8.13,-1,-,-,57.76,1588.85,6.25,8.39,12.55,7.97,35.46,35.95,5560,4014.77,1546.08,60,-,-,-,-,319.83,-,-,-,17.65
Mon Mar 03 13:05:10 EST 2014,03-Mar-2014 13:05:10.635,-79.9536999,40.45463378,17.25,4.0,261.0,154.0,-11.39,-1.02,-0.59,0.19,0.01,-0.04,-1.01,-0.08,36.14,-,992.92,-889.76,-,89,25.1,-110.75,1647.25,5.67,0.66,0.01,1.49,261,3.91,-,4,-0.78,154,2,-,8.25,-1,-,-,57.8,1588.88,3.11,4.16,12.55,7.97,35.46,18,5562,4016.81,1546.08,61,-,-,-,-,319.46,-,-,-,17.65
Mon Mar 03 13:05:12 EST 2014,03-Mar-2014 13:05:12.593,-79.95352664,40.45434623,17.0,4.0,261.0,151.3,-9.47,-1.21,-0.02,-0.01,0.04,-0.14,-1.03,-0.11,36.15,-,992.97,-889.79,-,89,26.27,-110.75,1638.25,5.68,0.65,0.01,1.49,261,3.91,-,4,-1.56,151.3,3,-,8.13,-1,-,-,57.83,1588.92,3.11,4.16,12.55,7.97,35.46,18,5564,4018.78,1546.08,60,-,-,-,-,319.08,-,-,-,17.65
Mon Mar 03 13:05:14 EST 2014,03-Mar-2014 13:05:14.685,-79.95336416,40.45408852,16.5,5.0,261.0,152.0,-9.08,-0.33,-0.85,-0.05,-0.04,-0,-0.89,-0.14,36.16,-,993.13,-889.82,-,89,26.27,-110.76,1602.5,5.68,0.65,0.01,1.49,261,3.91,-,5,-1.56,152,3.2,-,8.08,-1,-,-,57.87,1588.95,-,-,12.55,7.97,35.46,-,5566,4020.83,1546.08,58,-,-,-,-,318.7,-,-,-,17.65
Mon Mar 03 13:05:16 EST 2014,03-Mar-2014 13:05:16.743,-79.95318766,40.45383191,16.25,6.0,261.0,153.5,-9.83,0.28,-0.55,0.02,-0.04,0.02,-0.96,-0.11,36.16,-,993.14,-889.84,-,89,25.88,-110.76,1595.25,5.68,0.64,0.01,1.49,261,3.91,-,6,1.56,153.5,1.7,-,7.91,-1,-,-,57.9,1588.98,-,-,12.55,7.97,35.46,-,5568,4022.9,1546.08,55,-,-,-,-,318.33,-,-,-,17.65
Mon Mar 03 13:05:18 EST 2014,03-Mar-2014 13:05:18.822,-79.95303190999999,40.45359006,14.75,6.0,263.0,156.0,-10.21,-0.14,-0.16,0.06,-0.02,0.01,-0.98,-0.08,36.17,-,993.15,-889.87,-,89,25.88,-110.76,1581.75,5.68,0.63,0.01,1.49,263,3.91,-,6,2.34,156,2.7,-,7.86,-1,-,-,57.93,1589.01,-,-,12.55,7.97,35.46,-,5570,4025,1546.08,54,-,-,-,-,317.97,-,-,-,17.65
