GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Z axis)(g),Average trip speed(whilst stopped or moving)(km/h),Air Fuel Ratio(Measured)(:1),Barometer (on Android device)(mb),Distance to empty (Estimated)(km),Distance travelled with MIL/CEL lit(km),Engine Coolant Temperature(°C),Engine Load(%),Fuel Remaining (Calculated from vehicle profile)(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel used (trip)(gal),GPS Altitude(m),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 2(%),GPS Accuracy(m),Fuel Trim Bank 1 Short Term(%),GPS Bearing(°),GPS vs OBD Speed difference(km/h),Voltage (Control Module)(V),Mass Air Flow Rate(g/s),Intake Air Temperature(°C),Intake Manifold Pressure(psi),O2 Sensor1 Equivalence Ratio(alternate),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Engine kW (At the wheels)(kW),Horsepower (At the wheels)(hp),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Long Term Average)(mpg),Torque(Nm),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Speed (OBD)(km/h),Absolute Throttle Position B(%),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),CO? in g/km (Average)(g/km),Fuel Level (From Engine ECU)(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Throttle Position(Manifold)(%)
Mon Dec 23 11:38:01 EST 2013,23-Dec-2013 11:38:02.365,-80.00251186,40.44859028,0,3,198,0,-9.54,-0.41,-0.88,0,-0.01,-0.04,-0.99,-0.19,16.1,14.6,997.44,-131.18,0,89,16.47,-16.37,687.5,1,0.27,0,0.26,198,-1.56,0,3,0.78,0,0,13.94,3.29,20,4.5,0.99,7.46,933.77,-,-,12.52,7.99,35.37,-,958,644.51,313.7,0,29.8,13.73,12.94,-,344.45,98.43,1.57,0,12.55
Mon Dec 23 11:38:03 EST 2013,23-Dec-2013 11:38:03.661,-80.00251173,40.44859017,0,3,198,0,-9.63,-0.27,-0.91,0.01,-0.01,-0.03,-0.98,-0.19,16.08,14.59,997.5,-131.18,0,89,20,-16.37,675.25,1,0.26,0,0.26,198,-1.56,0,3,0.78,0,0,14.06,3.25,20,4.5,0.99,7.46,933.77,-,-,12.52,7.99,35.37,-,959,644.51,315.02,0,29.8,13.73,12.94,-,344.45,98.43,1.57,0,12.55
Mon Dec 23 11:38:04 EST 2013,23-Dec-2013 11:38:05.021,-80.00251163,40.44859016,0,3,198,0,-9.58,-0.56,-0.78,0,-0.01,-0.03,-0.98,-0.18,16.07,14.58,997.43,-131.18,0,89,19.61,-16.37,681.25,1,0.2,0,0.26,198,-1.56,0,3,0.78,0,0,13.89,2.48,20,4.5,0.99,7.46,933.77,-,-,12.52,7.99,35.37,-,960,644.51,316.36,0,29.8,13.73,12.94,-,344.45,98.43,1.57,0,12.55
Mon Dec 23 11:38:05 EST 2013,23-Dec-2013 11:38:06.451,-80.00251156,40.44859011,0,3,198,0,-9.62,-0.29,-0.88,0,-0.01,-0.04,-0.99,-0.19,16.06,14.63,997.41,-131.19,0,90,21.18,-16.37,679.25,1,0.24,0,0.26,198,-1.56,0,3,0.78,0,0,13.94,2.95,20,4.64,1,7.46,933.77,-,-,12.52,7.99,35.37,-,962,644.51,317.79,0,29.8,13.73,12.94,-,344.45,98.43,1.57,0,12.55
Mon Dec 23 11:38:07 EST 2013,23-Dec-2013 11:38:07.869,-80.00251134,40.44859013,0,3,198,0,-9.56,-0.41,-0.38,0,-0.02,-0.04,-0.97,-0.14,16.04,14.56,997.45,-131.19,0,90,17.25,-16.37,681.5,1,0.24,0,0.26,198,-1.56,0,3,0,0,0,13.91,2.91,20,4.64,0.99,7.46,933.77,-,-,12.52,7.99,35.37,-,963,644.51,319.2,0,29.8,13.73,12.94,-,344.45,98.43,1.57,0,12.55
Mon Dec 23 11:38:08 EST 2013,23-Dec-2013 11:38:09.155,-80.0025113,40.44859007,0,3,198,0,-9.75,-0.47,-0.95,0.02,-0.02,-0.02,-0.97,-0.23,16.03,14.58,997.38,-131.2,0,90,20.78,-16.37,668.5,1,0.26,0,0.26,198,-1.56,0,3,0,0,0,14,3.2,20,4.64,0.99,7.46,933.77,-,-,12.52,7.99,35.37,-,964,644.51,320.53,0,29.8,13.73,12.94,-,344.45,98.43,1.57,0,12.55
Mon Dec 23 11:38:10 EST 2013,23-Dec-2013 11:38:10.546,-80.00251129,40.44858996,0,3,198,0,-9.7,-0.41,-1.01,0.01,-0.02,-0.03,-0.98,-0.18,16.02,14.58,997.36,-131.21,0,90,17.65,-16.37,691,1,0.25,0,0.26,198,-1.56,0,3,0,0,0,14,3.03,20,4.5,0.99,7.46,933.77,-,-,12.52,7.99,35.37,-,966,644.51,321.9,0,29.8,13.73,12.94,-,344.45,98.43,1.57,0,12.55
Mon Dec 23 11:38:11 EST 2013,23-Dec-2013 11:38:11.925,-80.00251121,40.44858997,0,3,198,0,-9.66,-0.28,-0.9,0.01,-0.01,-0.05,-0.98,-0.17,16,14.71,997.39,-131.21,0,90,20.78,-16.37,687.75,1,0.22,0,0.26,198,-1.56,0,3,0,0,0,13.93,2.75,20,4.5,1,7.46,933.77,-,-,12.52,7.99,35.37,-,967,644.51,323.28,0,29.8,13.73,12.94,-,344.45,98.43,1.57,0,12.55
Mon Dec 23 11:38:12 EST 2013,23-Dec-2013 11:38:13.366,-80.00251119,40.44859005,0,3,198,0,-9.44,-0.51,-1.64,0,-0.01,-0.03,-0.97,-0.27,15.99,14.71,997.43,-131.22,0,90,15.69,-16.37,679.5,1,0.26,0,0.26,198,-1.56,0,3,0.78,0,0,13.97,3.2,20,4.5,1,7.46,933.77,-,-,12.52,7.99,35.37,-,969,644.51,324.71,0,32.16,21.18,21.18,-,344.45,98.43,3.92,6.67,12.55
Mon Dec 23 11:38:14 EST 2013,23-Dec-2013 11:38:14.750,-80.00250671,40.44859046,0.5,3,198,68.1,-9.75,-0.65,-3.08,0.06,0,-0.06,-0.92,-0.49,15.98,14.37,997.34,-131.24,0,90,58.82,-16.38,1212.25,1,0.85,0.01,0.26,198,-1.56,2.34,3,2.34,68.1,0,14,10.62,20,7.54,0.98,7.46,933.77,-,-,12.52,7.99,35.37,-,970,644.51,326.09,0,35.29,24.71,24.31,-,344.45,98.43,8.24,10.98,18.43
Mon Dec 23 11:38:15 EST 2013,23-Dec-2013 11:38:16.099,-80.00247005,40.44859566,2.75,3,197,73.3,-9.4,1.16,-2.36,0.01,-0.01,0.12,-0.96,-0.34,15.97,14.71,997.31,-131.26,0,90,67.45,-16.38,1441.25,1,1.32,0.02,0.26,197,-1.56,0,3,-0.78,73.3,10.2,13.77,16.07,19,11.17,1,7.46,933.77,11.83,15.86,12.52,7.99,35.37,78.38,971,645.51,326.46,12,36.08,25.49,25.1,-,344.45,98.43,9.02,12.16,20.39
Mon Dec 23 11:38:16 EST 2013,23-Dec-2013 11:38:17.483,-80.00241789,40.44860549,4,4,198,77.7,-10.07,1.73,-2.46,0.09,0.19,-0.33,-1.13,-0.26,15.98,15.66,997.36,-131.29,0,90,18.82,-16.38,2337.75,1.01,1.24,0.02,0.26,198,-2.34,0,4,-1.56,77.7,10.1,14.02,15.4,18,9.28,1.07,7.47,933.77,12.94,17.35,12.52,7.99,35.37,52.84,973,646.85,326.46,20,31.76,21.96,22.35,-,344.45,96.08,3.92,3.53,14.51
Mon Dec 23 11:38:18 EST 2013,23-Dec-2013 11:38:18.923,-80.00231539,40.44860364,4.25,4,197,93.8,-10.67,-2.9,-0.54,0.15,-0.07,0.1,-0.91,-0.28,15.98,14.56,997.31,-131.32,0,90,65.49,-16.39,1503,1.01,1.51,0.03,0.26,197,-1.56,0,4,-3.12,93.8,7.6,14.08,19.99,17,8.56,0.99,7.48,933.78,3.41,4.57,12.52,7.99,35.37,21.66,974,648.29,326.46,22,33.73,22.35,22.35,-,345.98,96.08,6.67,9.02,20
Mon Dec 23 11:38:19 EST 2013,23-Dec-2013 11:38:20.346,-80.00225872,40.44859936,4.5,4,198,95.5,-9.12,0.06,-2.26,-0.02,0.21,0.03,-1.18,-0.34,15.99,14.68,997.39,-131.34,0,90,39.22,-16.39,1783.75,1.01,0.98,0.02,0.26,198,-1.56,0.78,4,0,95.5,10.7,13.91,12.03,17,7.11,1,7.48,933.79,7.71,10.34,12.52,7.99,35.37,41.28,976,649.72,326.46,26,34.12,22.75,22.75,-,346.43,96.08,6.67,9.02,17.65
Mon Dec 23 11:38:21 EST 2013,23-Dec-2013 11:38:21.714,-80.00204174,40.44864515,7.5,4,197,78.8,-11.35,0.37,-1.79,0.19,-0.15,-0.08,-0.84,-0.12,16,14.54,997.4,-131.36,0,90,35.29,-16.39,1948.75,1.01,1.03,0.02,0.26,197,-1.56,0,4,-0.78,78.8,1.9,14.02,12.75,16,6.96,0.99,7.5,933.81,4.19,5.62,12.52,7.99,35.37,20.54,977,651.12,326.46,28,32.94,21.18,20.78,-,346.74,96.08,5.49,7.84,17.25
Mon Dec 23 11:38:22 EST 2013,23-Dec-2013 11:38:23.144,-80.00194399,40.44866865,8.25,4,196,76.3,-9.55,-0.33,-0.64,0,0.06,-0.03,-1.05,-0.22,16.01,14.66,997.4,-131.37,0,90,20.39,-16.39,2016.5,1.01,0.64,0.01,0.26,196,-2.34,0,4,0,76.3,3,14.06,7.9,16,4.35,1,7.51,933.82,4.84,6.5,12.52,7.99,35.37,22.94,978,652.51,326.46,30,31.37,13.73,12.94,-,346.56,96.08,3.14,0,14.51
Mon Dec 23 11:38:24 EST 2013,23-Dec-2013 11:38:24.569,-80.00176196,40.44871324,7.75,3,196,75.7,-9.7,-0.65,-0.47,0.01,-0.01,-0.07,-0.99,-0.15,16.02,20.35,997.41,-131.38,0,90,16.86,-16.4,1928,1.01,0.48,0.01,0.27,196,-2.34,0,3,0,75.7,0.8,14.06,5.92,16,3.19,1.38,7.52,933.82,4.84,6.5,12.52,7.99,35.37,22.94,980,653.99,326.46,28,30.98,13.73,12.94,-,346.18,96.08,3.14,0,14.12
Mon Dec 23 11:38:25 EST 2013,23-Dec-2013 11:38:25.986,-80.00167796,40.44873249,7,4,196,76.2,-11.17,-1.03,-0.65,0.16,-0.12,0.04,-0.87,-0.18,16.03,20.35,997.32,-131.39,0,90,16.86,-16.4,1730.25,1.01,0.3,0,0.27,196,-2.34,0,4,0,76.2,2.9,13.89,5.12,17,3.34,1.38,7.53,933.84,4.84,6.5,12.52,7.99,35.37,22.94,981,655.35,326.46,25,30.98,14.12,13.73,-,345.77,96.08,2.75,0,13.73
Mon Dec 23 11:38:26 EST 2013,23-Dec-2013 11:38:27.324,-80.00159039,40.44875441,6.5,4,197,76,-9.67,-0.14,-0.88,0.01,-0.01,-0.07,-0.99,-0.13,16.03,20.08,997.26,-131.4,0,89,20.39,-16.4,1505.75,1.01,0.27,0,0.27,197,-2.34,0,4,0,76,4.2,14.06,4.7,17,3.48,1.37,7.54,933.85,-,-,12.52,7.99,35.37,-,983,656.67,326.46,21,30.98,19.22,20,-,345.37,96.08,3.14,3.53,13.73
Mon Dec 23 11:38:28 EST 2013,23-Dec-2013 11:38:28.777,-80.0014288,40.44880033,5.75,4,195,75.9,-9.92,-0.32,-1.5,0.04,-0.02,-0.1,-0.97,-0.2,16.04,13.73,997.31,-131.41,0,89,44.71,-16.4,1425.25,1.01,0.56,0.01,0.27,195,-1.56,0,4,3.91,75.9,0.3,14.06,9.56,17,4.79,0.93,7.55,933.86,-,-,12.52,7.99,35.37,-,984,658.19,326.46,21,32.94,21.18,20.78,-,345.6,89.41,5.49,7.84,16.86
Mon Dec 23 11:38:29 EST 2013,23-Dec-2013 11:38:30.147,-80.00136552,40.44882204,5.75,4,193,75.6,-10.12,0.78,-2.64,0.09,-0.01,-0.02,-0.98,-0.25,16.04,14.12,997.22,-131.43,0,89,36.08,-16.4,1584.75,1.02,0.82,0.01,0.27,193,-1.56,0,4,1.56,75.6,2.3,13.93,9.47,17,6.09,0.96,7.56,933.87,3.45,4.63,12.52,7.99,35.37,20.79,985,659.52,326.46,23,32.16,13.73,12.94,-,345.82,89.41,5.88,7.84,16.86
Mon Dec 23 11:38:30 EST 2013,23-Dec-2013 11:38:31.549,-80.00128076,40.44884257,6.25,4,194,74.1,-10.08,-0.18,-0.75,0.05,-0.06,-0.1,-0.94,-0.05,16.05,14.1,997.34,-131.44,0,89,18.04,-16.4,1693.5,1.02,0.48,0.01,0.27,194,-2.34,0,4,0,74.1,4.3,14,5.79,17,4.21,0.96,7.57,933.87,3.83,5.14,12.52,7.99,35.37,21.6,987,660.94,326.46,25,30.98,13.73,12.94,-,345.57,89.41,2.75,0,13.73
Mon Dec 23 11:38:32 EST 2013,23-Dec-2013 11:38:32.815,-80.00111719,40.44888747,6.5,4,194,70.9,-9.21,-0.52,-2.23,-0.01,0.12,-0.15,-1.1,-0.25,16.06,17.72,997.43,-131.44,0,89,20,-16.4,1545.75,1.02,0.39,0.01,0.27,194,-2.34,0,4,0,70.9,4.9,14.12,4.7,17,3.48,1.21,7.58,933.89,3.83,5.14,12.52,7.99,35.37,21.6,988,662.23,326.46,23,32.55,20.78,20.39,-,345.18,89.41,5.1,7.06,14.9
Mon Dec 23 11:38:33 EST 2013,23-Dec-2013 11:38:34.268,-80.00105923,40.44890222,5.75,4,193,75.8,-9.36,0.38,-0.05,-0.03,0.04,-0.04,-1.04,-0.13,16.06,13.8,997.55,-131.46,0,89,20.78,-16.41,1586.5,1.02,0.52,0.01,0.27,193,-2.34,0,4,0,75.8,0.4,14.08,7.83,17,5.37,0.94,7.59,933.89,3.83,5.14,12.52,7.99,35.37,21.6,990,663.65,326.46,23,30.98,13.73,12.94,-,345.14,89.41,2.75,0,14.12
Mon Dec 23 11:38:35 EST 2013,23-Dec-2013 11:38:35.607,-80.00091383,40.44893471,5.75,5,192,78.1,-10.26,1.99,-0.7,0.09,0.07,0.03,-1.07,-0.11,16.07,20.35,997.58,-131.46,0,89,16.86,-16.41,1495.25,1.02,0.4,0.01,0.27,192,-1.56,0,5,0,78.1,0.5,13.83,4.64,17,3.34,1.38,7.6,933.91,-,-,12.52,7.99,35.37,-,991,665.03,326.46,22,30.59,13.73,12.94,-,344.78,89.41,2.35,0,13.33
Mon Dec 23 11:38:36 EST 2013,23-Dec-2013 11:38:37.036,-80.000852,40.44891861,4.75,4,193,93.9,-9.53,1.66,-1.49,0.02,0.04,0.1,-1.03,-0.19,16.07,20.35,997.42,-131.47,0,89,18.43,-16.41,1150.5,1.02,0.28,0,0.27,193,-2.34,0,4,0,93.9,3.7,14.1,4.82,17,4.06,1.38,7.61,933.91,-,-,12.52,7.99,35.37,-,992,666.4,326.46,17,32.94,28.24,29.8,-,344.46,89.41,4.71,10.98,13.33
Mon Dec 23 11:38:37 EST 2013,23-Dec-2013 11:38:38.383,-80.0008011,40.44890481,4.25,4,194,103.2,-9,0.33,-3.8,-0.02,0.02,0.06,-0.95,-0.46,16.07,16,997.41,-131.49,0,89,87.84,-16.41,1125,1.02,1.11,0.02,0.27,194,-1.56,-2.34,4,-11.72,103.2,0.1,14.06,19.16,17,14.5,1.09,7.61,933.92,-,-,12.52,7.99,35.37,-,994,667.76,326.46,17,47.06,37.65,37.65,-,346.24,89.41,23.14,23.53,69.02
Mon Dec 23 11:38:39 EST 2013,23-Dec-2013 11:38:40.189,-80.0007588,40.44878125,7.25,3,194,166.3,-14.85,-4.03,-2.98,0.62,0.93,-1.02,-1.64,-0.16,16.08,14.6,997.41,-131.54,0,89,94.12,-16.42,1807,1.02,2.21,0.04,0.27,194,-2.34,0,3,3.12,166.3,11.7,13.89,29.97,16,14.07,0.99,7.63,933.93,19.54,26.2,12.52,7.99,35.37,103.24,995,669.48,326.46,27,45.49,37.25,37.65,-,349.46,89.41,21.18,23.92,31.76
Mon Dec 23 11:38:41 EST 2013,23-Dec-2013 11:38:41.624,-80.00068193,40.44859554,11.5,3,195,166.6,-9.57,-1.4,0.05,0,-0.01,-0.14,-0.98,-0.09,16.1,14.29,997.23,-131.65,0,89,93.33,-16.43,2774,1.03,3.79,0.06,0.27,195,-2.34,0.78,3,3.12,166.6,9.4,13.85,46.81,15,13.49,0.97,7.65,933.96,31.61,42.39,12.52,7.99,35.36,108.82,997,671.04,326.46,40,33.33,13.73,12.94,-,352.6,92.55,9.02,13.73,35.69
Mon Dec 23 11:38:42 EST 2013,23-Dec-2013 11:38:43.118,-80.00063381,40.44847901,12.5,3,195,166,-9.31,0.27,-3.06,0.02,0.08,-0.02,-1.06,-0.31,16.12,14.78,997.13,-131.66,0,89,88.24,-16.43,3047.5,1.03,0.82,0.01,0.27,195,-2.34,0,3,0,166,4.6,13.61,9.91,14,3.48,1.01,7.66,933.97,22.48,30.15,12.52,7.99,35.36,70.45,998,672.44,326.46,46,45.49,35.29,35.29,-,352.34,92.55,20.78,21.57,31.76
Mon Dec 23 11:38:43 EST 2013,23-Dec-2013 11:38:44.444,-80.00058777,40.44835255,13.75,3,195,165.5,-15.57,-3.47,-0.35,0.65,0.74,0.6,-1.16,-1.25,16.15,14.63,997.26,-131.74,0,89,91.76,-16.44,2566.75,1.04,3.5,0.06,0.27,195,-2.34,-0.78,3,2.34,165.5,9,13.87,43.81,14,13.05,1,7.68,933.98,32.25,43.25,12.52,7.99,35.36,119.98,1000,673.82,326.46,54,43.53,31.76,31.37,-,353.68,92.55,20,19.22,32.94
Mon Dec 23 11:38:45 EST 2013,23-Dec-2013 11:38:45.822,-80.00050181,40.44808353,15.75,4,195,164.7,-10.39,-1.18,-1.33,0.09,0.07,-0.12,-1.06,-0.24,16.19,14.46,997.08,-131.81,0,89,60.39,-16.45,2839,1.04,3.36,0.06,0.27,195,-1.56,0,4,-0.78,164.7,4.1,13.98,41.63,13,11.89,0.98,7.71,934.02,22.75,30.5,12.52,7.99,35.36,76.51,1001,675.23,326.46,59,37.25,26.67,26.67,-,354.6,92.55,10.59,12.55,21.96
Mon Dec 23 11:38:46 EST 2013,23-Dec-2013 11:38:47.157,-80.00044781,40.44793939,16.25,4,195,161,-9.77,0.07,-0.8,0.02,0.03,-0.01,-1.01,-0.27,16.22,14.54,996.94,-131.87,0,89,61.57,-16.46,2911.75,1.05,2.76,0.05,0.27,195,-2.34,0,4,-2.34,161,4.3,13.93,33.76,13,9.72,0.99,7.72,934.03,9.69,13,12.52,7.99,35.36,31.78,1002,676.53,326.46,61,40.39,29.02,28.63,-,355.06,92.55,14.51,15.29,26.27
Mon Dec 23 11:38:48 EST 2013,23-Dec-2013 11:38:48.575,-80.00030912,40.44763073,17.5,3,194,159,-8.6,0.3,-3.43,-0.04,-0.06,0.03,-0.88,-0.45,16.26,14.56,996.76,-131.93,0,89,56.86,-16.47,3031.75,1.05,2.78,0.05,0.27,194,-2.34,0,3,-1.56,159.5,1.8,13.89,34.15,13,10.3,0.99,7.76,934.05,9.83,13.18,12.52,7.99,35.36,30.95,1004,678,326.46,63,38.82,28.24,27.84,-,355.5,92.55,12.94,14.12,24.31
Mon Dec 23 11:38:49 EST 2013,23-Dec-2013 11:38:49.973,-80.00023312,40.447487,17.5,3,195,157.4,-7.89,1.29,0.17,-0.17,0.13,0.01,-1.13,-0.15,16.3,14.42,996.65,-131.99,0,89,57.65,-16.47,3120.75,1.05,2.84,0.05,0.28,195,-1.56,0,3,-1.56,157.4,2,13.94,35.01,12,10.01,0.98,7.78,934.09,10.33,13.85,12.52,7.99,35.36,31.6,1005,679.34,326.46,65,32.94,13.73,12.94,-,355.92,92.55,5.49,0,24.71
Mon Dec 23 11:38:50 EST 2013,23-Dec-2013 11:38:51.396,-80.00014527,40.44733927,18,3,195,156.7,-11,1.59,1.64,0.16,-0.22,-0.06,-0.77,-0.01,16.34,14.8,996.45,-132.04,0,89,100,-16.48,2420,1.06,2.61,0.04,0.28,195,-2.34,0.78,3,-1.56,156.7,2,13.93,31.83,12,6.67,1.01,7.8,934.1,10.33,13.85,12.52,7.99,35.36,31.6,1007,680.76,326.46,65,37.65,24.71,18.43,-,356.2,92.55,11.37,13.33,29.02
Mon Dec 23 11:38:52 EST 2013,23-Dec-2013 11:38:52.819,-79.99999036,40.44704367,18,3,196,158.4,-13.37,0.67,-0.16,0.38,0.19,-0.03,-1.18,0.01,16.38,20,996.42,-132.06,0,89,17.25,-16.48,2355,1.06,0.66,0.01,0.28,196,-2.34,0.78,3,0,158.4,0.2,14.1,8.31,13,4.79,1.36,7.83,934.14,10.33,13.85,12.52,7.99,35.36,31.6,1008,682.2,326.46,65,31.76,13.73,12.94,-,355.66,92.55,3.92,0,14.9
Mon Dec 23 11:38:53 EST 2013,23-Dec-2013 11:38:54.199,-79.99991879,40.44689882,17.25,3,197,159,-12.2,0.04,0.49,0.26,-0.31,0.01,-0.69,-0.04,16.42,20.35,996.32,-132.07,0,89,15.69,-16.48,2183.5,1.06,0.39,0.01,0.28,197,-2.34,0.78,3,0,159,3.8,13.89,6.62,13,3.19,1.38,7.85,934.16,-,-,12.52,7.99,35.36,-,1009,683.61,326.46,61,31.37,13.73,12.94,-,355.06,81.18,3.53,0,14.51
Mon Dec 23 11:38:54 EST 2013,23-Dec-2013 11:38:55.546,-79.99985027,40.44676348,16,3,197,159.3,-7.99,0.6,-1.11,-0.16,-0.18,0.06,-0.81,-0.21,16.45,20.35,996.28,-132.08,0,89,16.86,-16.49,1968,1.06,0.35,0.01,0.28,197,-2.34,0.78,3,0,159.3,2.6,14.04,6.06,14,3.19,1.38,7.86,934.17,-,-,12.52,7.99,35.36,-,1011,684.94,326.46,55,35.69,32.16,31.37,-,354.46,81.18,6.67,16.08,14.12
Mon Dec 23 11:38:56 EST 2013,23-Dec-2013 11:38:56.692,-79.99973215,40.44651013,15.25,3,197,161.8,-10.73,0.52,-1.76,0.13,0.75,-0.16,-1.73,-0.31,16.48,15.13,996.39,-132.12,0,88,86.27,-16.49,1968.5,1.06,1.81,0.03,0.28,197,-1.56,0,3,-3.91,161.8,1,13.94,31.16,14,12.76,1.03,7.89,934.2,-,-,12.52,7.99,35.36,-,1012,686.09,326.46,55,39.22,29.02,28.63,-,354.91,81.18,12.94,14.9,27.45
Mon Dec 23 11:38:57 EST 2013,23-Dec-2013 11:38:57.974,-79.99967626,40.44637304,16.25,3,196,162.7,-5.76,0.74,1.08,-0.38,-0.01,-0.01,-0.99,-0.09,16.52,14.86,996.5,-132.13,0,88,20.78,-16.49,2110.25,1.06,0.81,0.01,0.28,196,-2.34,-0.78,3,-0.78,162.7,4.1,13.79,10.36,13,10.59,1.01,7.91,934.22,23.11,31,12.52,7.99,35.36,104.59,1013,687.34,326.46,59,31.37,13.73,12.94,-,354.51,81.18,3.53,0,14.9
Mon Dec 23 11:38:58 EST 2013,23-Dec-2013 11:38:59.331,-79.99962253,40.4462297,16,3,196,161.6,-9.91,1.09,0.54,0.04,-0.01,-0.29,-0.77,0.46,16.55,20.35,996.66,-132.14,0,88,16.47,-16.49,2026.5,1.06,0.49,0.01,0.28,196,-2.34,-0.78,3,0,161.6,2.5,14.06,6.19,14,3.19,1.38,7.93,934.23,23.11,31,12.52,7.99,35.36,104.59,1015,688.7,326.46,56,31.37,13.73,12.94,-,353.93,81.18,3.14,0,14.12
Mon Dec 23 11:39:00 EST 2013,23-Dec-2013 11:39:00.800,-79.99951564,40.44599365,13.25,3,196,160.2,-12.57,-1.1,1.24,0.31,-0.09,-0.02,-0.9,0.04,16.57,20.35,996.86,-132.15,0,87,16.47,-16.49,1729.5,1.06,0.3,0.01,0.28,196,-2.34,-0.78,3,0,160.2,5.1,14.1,5.19,14,3.48,1.38,7.95,934.26,23.11,31,12.52,7.99,35.37,104.59,1016,690.18,326.46,48,30.59,13.73,12.94,-,353.32,81.18,2.75,0,13.73
Mon Dec 23 11:39:01 EST 2013,23-Dec-2013 11:39:02.193,-79.99946896,40.44590336,11,3,195,159.1,-10.72,-0.05,1.75,0.13,0.09,-0.05,-1.06,0.13,16.59,15.25,996.92,-132.18,0,87,18.43,-16.5,1498,1.07,1.02,0.02,0.28,195,-1.56,-0.78,3,0,159.1,10.7,14.12,17.52,15,4.21,1.04,7.97,934.27,-,-,12.52,7.99,35.37,-,1017,691.61,326.46,37,29.8,13.73,12.94,-,353.32,81.18,1.57,0,12.94
Mon Dec 23 11:39:03 EST 2013,23-Dec-2013 11:39:03.534,-79.99940672,40.44579047,6,3,193,157.7,-10.52,-1.01,0.68,0.1,0.2,0.12,-1.19,-0.17,16.6,13.95,996.95,-132.19,0,87,14.9,-16.5,1067,1.07,0.26,0,0.28,194,-1.56,0,3,1.56,157.7,5.7,13.98,3.34,15,3.63,0.95,7.98,934.28,-,-,12.52,7.99,35.37,-,1019,692.96,326.46,24,30.59,13.73,12.94,-,352.71,81.18,2.35,0,13.33
Mon Dec 23 11:39:04 EST 2013,23-Dec-2013 11:39:04.892,-79.99938462,40.44575308,4.75,3,193,159.4,-9.49,0.51,-0.33,-0.01,-0.11,0.05,-0.89,-0.06,16.6,20.35,996.94,-132.2,0,87,18.43,-16.5,1212,1.07,0.31,0.01,0.28,193,-1.56,0,3,0,159.4,4.6,13.93,3.71,15,3.63,1.38,7.98,934.29,-,-,12.52,7.99,35.37,-,1020,694.28,326.46,17,30.2,13.73,12.94,-,352.25,81.18,1.96,0,12.94
Mon Dec 23 11:39:05 EST 2013,23-Dec-2013 11:39:06.237,-79.99936477,40.44572258,4,3,193,160.1,-10.14,0.41,-1.35,0.06,-0.09,-0.01,-1.03,-0.24,16.59,14.91,997.04,-132.2,0,87,19.22,-16.5,908.25,1.07,0.19,0,0.28,193,-1.56,0,3,0,160.1,4.1,14.14,3.34,16,3.92,1.01,7.99,934.3,-,-,12.52,7.99,35.37,-,1021,695.62,326.46,13,30.98,17.65,16.86,-,351.88,96.47,2.75,3.53,12.94
Mon Dec 23 11:39:07 EST 2013,23-Dec-2013 11:39:07.551,-79.99932562,40.44565597,4.25,3,192,159.7,-9.91,0.52,-1.31,0.04,0.02,0.05,-1.01,-0.23,16.59,14.47,996.98,-132.21,0,87,16.47,-16.5,994.25,1.07,0.36,0.01,0.28,192,-2.34,0,3,-1.56,159.7,1.5,13.93,4.52,16,4.93,0.98,8,934.3,2.46,3.3,12.52,7.99,35.37,23.62,1023,696.95,326.46,15,32.16,23.53,23.53,-,351.88,96.47,3.92,9.41,13.33
Mon Dec 23 11:39:08 EST 2013,23-Dec-2013 11:39:08.864,-79.99929998,40.4456111,4.75,3,192,158.7,-10.4,0.01,-0.66,0.08,-0.07,-0.03,-0.9,-0.33,16.59,13.57,997.06,-132.23,0,87,61.96,-16.5,1196.25,1.07,1.14,0.02,0.28,192,-1.56,0,3,0,158.7,1.7,13.98,13.98,16,8.27,0.92,8,934.31,2.89,3.88,12.52,7.99,35.37,23.1,1024,698.25,326.46,17,34.9,23.92,23.92,-,353.13,96.47,7.84,10.59,18.82
Mon Dec 23 11:39:09 EST 2013,23-Dec-2013 11:39:10.245,-79.99927237,40.44555918,6,3,191,158.7,-11.18,-1.08,-0.29,0.16,-0.04,0.04,-0.96,-0.15,16.6,14.84,997.1,-132.26,0,87,48.24,-16.51,1699.5,1.07,1.42,0.02,0.28,191,-2.34,-0.78,3,-3.12,158.7,7.9,14.1,16.33,16,9.57,1.01,8.01,934.31,15.23,20.42,12.52,7.99,35.37,85.55,1026,699.63,326.46,25,31.37,18.04,18.43,-,354.43,96.47,3.53,0,14.9
