GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Z axis)(g),Average trip speed(whilst stopped or moving)(km/h),Air Fuel Ratio(Measured)(:1),Barometer (on Android device)(mb),Distance to empty (Estimated)(km),Distance travelled with MIL/CEL lit(km),Engine Coolant Temperature(°C),Engine Load(%),Fuel Remaining (Calculated from vehicle profile)(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel used (trip)(gal),GPS Altitude(m),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 2(%),GPS Accuracy(m),Fuel Trim Bank 1 Short Term(%),GPS Bearing(°),GPS vs OBD Speed difference(km/h),Voltage (Control Module)(V),Mass Air Flow Rate(g/s),Intake Air Temperature(°C),Intake Manifold Pressure(psi),O2 Sensor1 Equivalence Ratio(alternate),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Engine kW (At the wheels)(kW),Horsepower (At the wheels)(hp),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Long Term Average)(mpg),Torque(Nm),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Speed (OBD)(km/h),Absolute Throttle Position B(%),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),CO? in g/km (Average)(g/km),Fuel Level (From Engine ECU)(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Throttle Position(Manifold)(%)
Mon Oct 28 10:25:11 EDT 2013,28-Oct-2013 10:25:18.680,-79.94970338,40.44416943,11.5,4,243,250.1,-8.98,-0.32,-3.92,0.01,-0.06,0.01,-0.9,-0.36,3.37,13.6,992.77,456.99,0,71,83.53,69.36,1106.25,0.13,0.43,0.01,0.03,243,2.34,-,4,-3.12,250.1,0.6,13.83,5.95,18,-,-,0.41,167.97,3.27,4.38,10.3,9.71,29.09,30.84,69,67.51,1.56,42,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:13 EDT 2013,28-Oct-2013 10:25:20.222,-79.9499892,40.44411646,11.5,5,242,252.1,-8.68,0.34,-0.92,-0.09,-0.18,0.02,-0.81,-0.19,3.5,14.27,992.76,457.05,0,72,87.06,69.36,1786.5,0.13,1.27,0.02,0.03,242,0,-,5,-4.69,252.1,0.6,13.85,14.59,18,-,-,0.43,168,-,-,10.3,9.71,29.08,-,70,69.07,1.56,42,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:15 EDT 2013,28-Oct-2013 10:25:21.718,-79.95024951,40.444051,12.25,6,241,252.3,-9.04,-0.59,-0.08,-0.06,-0.08,-0.06,-0.92,-0.11,3.63,13.1,992.87,457.03,0,72,29.41,69.36,1115.5,0.13,0.19,0,0.03,241,0,-,6,-2.34,252.3,2.7,13.83,2.26,18,-,-,0.46,168.02,9.45,12.67,10.3,9.71,29.09,80.91,72,70.58,1.56,45,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:16 EDT 2013,28-Oct-2013 10:25:23.168,-79.95037361,40.44400659,11.5,7,241,249,-10.12,-0.43,-1.43,0.06,0.04,-0.04,-1.03,-0.25,3.75,16.29,992.92,457.03,0,73,34.51,69.36,900.75,0.13,0.2,0,0.03,241,0,-,7,0,249,4.1,13.83,2.18,18,-,-,0.47,168.03,9.45,12.67,10.3,9.71,29.09,80.91,73,72.02,1.56,40,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:18 EDT 2013,28-Oct-2013 10:25:24.704,-79.9505754,40.44394961,8.75,7,241,252.9,-7.35,2.09,0.04,-0.2,-0.12,-0.22,-0.84,0.03,3.84,14.58,992.99,457.04,0,73,32.55,69.36,953,0.13,0.16,0,0.03,241,0,-,7,1.56,252.9,2.3,13.85,2.15,18,-,-,0.49,168.05,9.45,12.67,10.3,9.71,29.09,80.91,75,73.54,1.56,31,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:19 EDT 2013,28-Oct-2013 10:25:26.168,-79.95061062,40.44393846,6.25,5,239,253.8,-7.83,1.17,-1.08,-0.17,-0.19,0.12,-0.8,-0.21,3.91,14.65,992.95,457.04,0,73,31.37,69.35,966.25,0.13,0.17,0,0.03,239,-0.78,-,5,0.78,253.8,7.5,13.85,2.12,18,-,-,0.49,168.05,-,-,10.3,9.71,29.09,-,76,75.02,1.56,24,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:21 EDT 2013,28-Oct-2013 10:25:27.635,-79.95074436,40.44396337,6,5,241,292.8,-12.13,4.79,-4.51,0.43,0.22,0.22,-1.16,-0.38,3.97,14.99,992.94,457.04,0,73,48.63,69.35,1166.25,0.13,0.33,0.01,0.03,241,2.34,-,5,3.12,292.8,2.2,13.81,4.1,18,-,-,0.5,168.07,-,-,10.3,9.71,29.09,-,78,76.51,1.56,22,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:22 EDT 2013,28-Oct-2013 10:25:29.164,-79.95079891,40.44399528,6.25,5,240,306.2,-8.65,2.72,-3.01,-0.01,0.06,0.36,-0.91,-0.51,4.03,14.96,992.9,457.06,0,73,79.61,69.35,2203.75,0.14,1.2,0.02,0.04,240,0.78,-,5,4.69,306.2,0.4,13.83,15.2,18,-,-,0.51,168.07,-,-,10.3,9.71,29.09,-,79,77.98,1.56,22,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:23 EDT 2013,28-Oct-2013 10:25:30.653,-79.95084641,40.44406795,7.75,6,240,323.5,-8.87,1.11,-4.34,0.03,0.03,0.07,-0.93,-0.53,4.11,14.64,992.83,456.97,0,73,85.49,69.34,3266.25,0.14,2.3,0.04,0.04,240,0.78,-,6,1.56,323.5,1.1,13.77,29.18,18,-,-,0.52,168.08,14.27,19.13,10.3,9.71,29.08,41.71,81,79.51,1.56,29,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:25 EDT 2013,28-Oct-2013 10:25:32.169,-79.9509174,40.44426487,11.25,4,238,339.7,-9.16,0.33,-2.66,-0.01,0.04,0.04,-1,-0.37,4.23,14.6,992.77,456.86,0,73,87.84,69.34,3392.75,0.14,2.54,0.04,0.04,238,0.78,-,4,0.78,339.7,5,13.83,31.46,18,-,-,0.54,168.1,36.11,48.42,10.29,9.71,29.08,101.62,82,80.98,1.56,41,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:27 EDT 2013,28-Oct-2013 10:25:33.677,-79.95103041,40.44447385,12.75,4,238,339.5,-8.97,0.61,-2.39,-0.03,0.07,0,-1.04,-0.33,4.36,14.31,992.79,456.77,0,74,89.41,69.33,2189,0.15,1.39,0.02,0.04,238,-0.78,-,4,-7.81,339.5,0.9,13.85,17.18,17,-,-,0.56,168.12,12.46,16.7,10.29,9.71,29.08,54.34,84,82.54,1.56,45,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:28 EDT 2013,28-Oct-2013 10:25:35.178,-79.95108553,40.44457479,12.5,4,239,340.2,-8.76,0.08,-3.92,0,-0.02,0.01,-0.89,-0.5,4.49,15.28,992.72,456.74,0,75,45.1,69.33,1166.25,0.15,0.46,0.01,0.04,239,-0.78,-,4,-9.38,340.2,0.1,13.85,5.54,17,-,-,0.58,168.14,3.24,4.35,10.3,9.71,29.08,26.56,85,84.04,1.56,46,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:30 EDT 2013,28-Oct-2013 10:25:36.684,-79.95118462,40.44479333,12.25,4,238,340.7,-10.15,0.38,-3,0.1,0.03,0.06,-0.94,-0.51,4.62,15.66,992.68,456.81,0,75,78.43,69.33,1607.75,0.15,0.71,0.01,0.04,238,2.34,-,4,6.25,340.7,0.9,13.81,9.15,17,-,-,0.6,168.17,3.24,4.35,10.3,9.71,29.08,26.56,87,85.53,1.56,45,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:31 EDT 2013,28-Oct-2013 10:25:38.172,-79.95123563,40.44489691,12.5,4,239,340.7,-10.62,2.01,-3.78,0.19,-0.14,0.15,-0.78,-0.43,4.75,13.73,992.58,456.82,0,76,50.59,69.33,1650.75,0.15,0.94,0.02,0.04,239,0,-,4,-2.34,340.7,0.9,13.85,12.4,17,-,-,0.61,168.18,3.24,4.35,10.3,9.71,29.08,26.56,88,87.01,1.56,45,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:32 EDT 2013,28-Oct-2013 10:25:39.654,-79.95127987,40.44502101,12.25,3,240,341.1,-9.22,0.42,-2.97,0.01,0.01,0.04,-0.96,-0.41,4.87,15.88,992.48,456.8,0,76,80,69.32,1263.25,0.15,0.63,0.01,0.04,240,2.34,-,3,5.47,341.1,0.1,13.83,7.31,17,-,-,0.63,168.19,-,-,10.3,9.71,29.09,-,90,88.5,1.56,44,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:34 EDT 2013,28-Oct-2013 10:25:41.149,-79.95137282,40.44524,12.5,4,239,340.9,-8.55,0.71,-2.76,-0.06,0.02,0.09,-1.01,-0.23,5,14.45,992.53,456.83,0,76,74.12,69.32,1853,0.15,1.16,0.02,0.04,239,0.78,-,4,-5.47,340.9,0.9,13.83,15.64,17,-,-,0.65,168.22,3.32,4.45,10.3,9.71,29.09,17.09,91,89.98,1.56,45,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:35 EDT 2013,28-Oct-2013 10:25:42.634,-79.95142057,40.44534044,12.25,4,239,340.6,-9.39,0.18,-3.29,0.03,0.01,0.02,-0.96,-0.44,5.13,14.84,992.45,456.8,0,76,85.49,69.32,1208.5,0.15,0.66,0.01,0.04,239,0.78,-,4,-1.56,340.6,0,13.83,8.09,17,-,-,0.67,168.23,3.32,4.45,10.3,9.71,29.09,17.09,93,91.47,1.56,45,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:37 EDT 2013,28-Oct-2013 10:25:44.156,-79.95151625,40.44556348,12.25,4,240,340.7,-9.17,0.5,-1.73,-0.03,0,0,-0.99,-0.27,5.25,14.54,992.44,456.82,0,76,85.49,69.32,1279.5,0.15,0.7,0.01,0.04,240,-0.78,-,4,-0.78,340.7,0.1,13.85,8.84,17,-,-,0.69,168.26,3.32,4.45,10.3,9.71,29.09,17.09,94,93,1.56,44,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:39 EDT 2013,28-Oct-2013 10:25:45.620,-79.95159423,40.44575936,11.25,4,241,342.2,-8.7,0.65,-1.35,-0.08,-0.1,0.07,-0.89,-0.24,5.36,14.48,992.25,456.84,0,77,28.63,69.32,1082.75,0.15,0.17,0,0.04,241,0.78,-,4,-3.12,342.2,1.2,13.83,2.14,17,-,-,0.72,168.28,-,-,10.3,9.71,29.09,-,96,94.5,1.56,42,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:40 EDT 2013,28-Oct-2013 10:25:47.158,-79.9516453,40.44585632,11,4,239,341.4,-9.88,-0.63,-1.16,0.03,-0.01,0.08,-0.98,-0.2,5.47,15.15,992.3,456.85,0,77,38.43,69.32,1142.75,0.15,0.22,0,0.04,239,0,-,4,-1.56,341.4,0.5,13.87,2.75,18,-,-,0.73,168.29,-,-,10.3,9.71,29.09,-,97,95.97,1.56,40,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:42 EDT 2013,28-Oct-2013 10:25:48.703,-79.95172113,40.44601621,9,4,241,341.4,-9.16,-0.06,-0.95,-0.04,0,0.05,-0.97,-0.32,5.57,14.65,992.24,456.85,0,77,31.37,69.31,985,0.15,0.17,0,0.04,241,0,-,4,-3.12,341.4,0.9,13.85,2.14,18,-,-,0.75,168.31,-,-,10.3,9.71,29.09,-,99,97.57,1.56,36,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:43 EDT 2013,28-Oct-2013 10:25:50.189,-79.95174824,40.44607484,7.75,4,241,341.2,-8.97,0.1,-0.6,-0.07,-0.08,0.01,-0.91,-0.16,5.64,14.86,992.19,456.86,0,78,33.73,69.31,931.25,0.15,0.17,0,0.04,241,0,-,4,-1.56,341.2,2.4,13.83,2.15,18,-,-,0.75,168.32,-,-,10.3,9.71,29.09,-,100,99.03,1.56,30,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:45 EDT 2013,28-Oct-2013 10:25:51.674,-79.95179188,40.44617399,5.25,4,241,341.7,-9.69,0.38,-2.21,0.03,0.01,0.04,-0.99,-0.33,5.7,14.88,992.19,456.86,0,78,31.37,69.31,953,0.16,0.17,0,0.04,241,0,-,4,0.78,341.7,0.3,13.83,2.14,18,-,-,0.76,168.33,-,-,10.3,9.71,29.09,-,102,100.54,1.56,24,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:46 EDT 2013,28-Oct-2013 10:25:53.170,-79.95180256,40.4461996,4,4,242,342.8,-9.37,0.26,-2.28,0,-0.04,0.04,-0.94,-0.26,5.73,14.71,992.15,456.86,0,78,31.37,69.31,972.5,0.16,0.17,0,0.04,242,0,-,4,1.56,342.8,2.9,13.83,2.1,18,-,-,0.77,168.33,-,-,10.3,9.71,29.1,-,103,102,1.56,16,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:48 EDT 2013,28-Oct-2013 10:25:54.674,-79.95181853,40.44624587,2.25,4,242,342.6,-9.74,0.13,-1,0.02,0.02,0.01,-1.01,-0.23,5.74,14.69,992.19,457.02,0,78,30.59,69.31,990.5,0.16,0.17,0,0.04,242,0,-,4,1.56,342.6,4.4,13.87,2.09,18,-,-,0.77,168.34,-,-,10.3,9.7,29.11,-,105,103.51,1.56,10,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:49 EDT 2013,28-Oct-2013 10:25:56.173,-79.95182031,40.44625888,1,4,243,339,-9.5,0.48,-2.41,0.02,-0.03,0.04,-0.93,-0.38,5.74,14.65,992.15,457.09,0,78,31.37,69.31,974,0.16,0.17,0,0.04,243,0,-,4,1.56,339,4.1,13.85,2.1,18,-,-,0.77,168.34,-,-,10.3,9.7,29.11,-,106,105.04,1.56,4,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:50 EDT 2013,28-Oct-2013 10:25:57.651,-79.95181223,40.44625707,0,4,243,0,-9.32,0.38,-2.55,0,-0.02,0.05,-0.94,-0.37,5.73,14.68,992.15,457.11,0,78,30.2,69.31,1017,0.16,0.17,0,0.04,243,0,-,4,2.34,0,4,13.83,2.14,18,-,-,0.77,168.34,-,-,10.3,9.71,29.11,-,108,106.51,1.56,4,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:52 EDT 2013,28-Oct-2013 10:25:59.192,-79.95180652,40.44625913,0,5,245,0,-9.29,0.46,-2.42,0,-0.01,0.04,-0.96,-0.35,5.73,14.68,992.13,457.07,0,78,29.02,69.31,1025,0.16,0.17,0,0.04,245,0,-,5,2.34,0,4,13.85,2.14,18,-,-,0.78,168.34,-,-,10.3,9.71,29.1,-,109,108.02,1.56,4,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:54 EDT 2013,28-Oct-2013 10:26:00.679,-79.95179409,40.44626776,0,6,246,0,-9.37,0.38,-2.57,0.01,-0.02,0.04,-0.95,-0.34,5.71,14.65,992.1,457.02,0,78,29.02,69.31,1014.75,0.16,0.17,0,0.04,246,0,-,6,1.56,0,0,13.85,2.09,18,-,-,0.78,168.34,-,-,10.3,9.71,29.1,-,111,108.58,2.52,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:55 EDT 2013,28-Oct-2013 10:26:02.189,-79.95179094,40.44627047,0,6,246,0,-9.29,0.46,-2.16,-0.01,-0.01,0.05,-0.95,-0.35,5.69,15.96,992.15,456.98,0,78,21.57,69.31,948.25,0.16,0.17,0,0.04,246,0,-,6,0,0,0,13.93,2.07,18,-,-,0.78,168.34,-,-,10.3,9.71,29.1,-,112,108.58,4.03,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:56 EDT 2013,28-Oct-2013 10:26:03.677,-79.95178869,40.4462743,0,7,246,0,-9.32,0.4,-2.51,0,-0.01,0.04,-0.95,-0.35,5.68,15.91,992.15,456.98,0,78,0,69.31,0,0.16,0.15,0,0.04,246,0,-,7,0,0,0,13.91,2.04,18,-,-,0.78,168.34,-,-,10.3,9.71,29.1,-,114,108.58,5.51,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:25:58 EDT 2013,28-Oct-2013 10:26:05.188,-79.95178184,40.44627815,0,7,246,0,-9.31,0.46,-2.33,0,-0.01,0.04,-0.95,-0.37,5.66,15.57,992.12,456.97,0,78,0,69.31,0,0.16,0.01,0,0.04,246,0,-,7,0,0,0,13.93,0.12,18,-,-,0.78,168.34,-,-,10.3,9.71,29.1,-,115,108.58,7.03,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:26:00 EDT 2013,28-Oct-2013 10:26:06.700,-79.95178548,40.44628376,0,7,246,0,-9.28,0.49,-2.03,-0.01,-0.02,0.05,-0.95,-0.31,5.64,15.37,992.15,456.97,0,78,0,69.31,0,0.16,0.01,0,0.04,246,0,-,7,0,0,0,13.91,0.09,18,-,-,0.78,168.34,-,-,10.3,9.71,29.1,-,117,108.58,8.54,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:26:01 EDT 2013,28-Oct-2013 10:26:08.202,-79.95178624,40.44628649,0,6,247,0,-9.32,0.48,-2.54,0,-0.01,0.04,-0.95,-0.35,5.63,15.28,992.22,456.97,0,77,0,69.31,0,0.16,0.01,0,0.04,247,0,-,6,0,0,0,13.91,0.1,19,-,-,0.78,168.34,-,-,10.3,9.71,29.1,-,118,108.58,10.01,0,-,-,-,-,-,-,-,-,-
Mon Oct 28 10:26:03 EDT 2013,28-Oct-2013 10:26:09.691,-79.95178676,40.44628627,0,5,247,0,-9.33,0.45,-2.3,0,-0.01,0.04,-0.95,-0.36,5.61,15.23,992.14,456.96,0,77,0,69.31,0,0.16,0.01,0,0.04,247,0,-,5,0,0,0,13.91,0.09,19,-,-,0.78,168.34,-,-,10.3,9.71,29.1,-,120,108.58,11.53,0,-,-,-,-,-,-,-,-,-
