Timestamp,BR,RtoR
01/11/2013 11:26:26.364,0,-0.396
01/11/2013 11:26:26.420,0,-0.396
01/11/2013 11:26:26.476,0,0.296
01/11/2013 11:26:26.532,0,0.296
01/11/2013 11:26:26.588,0,0.296
01/11/2013 11:26:26.644,0,0.296
01/11/2013 11:26:26.700,0,-0.388
01/11/2013 11:26:26.756,0,-0.388
01/11/2013 11:26:26.812,0,-0.388
01/11/2013 11:26:26.868,0,-0.388
01/11/2013 11:26:26.924,0,-0.388
01/11/2013 11:26:26.980,0,-0.388
01/11/2013 11:26:27.036,0,-0.388
01/11/2013 11:26:27.092,0,-0.388
01/11/2013 11:26:27.148,0,-0.388
01/11/2013 11:26:27.204,0,0.456
01/11/2013 11:26:27.260,0,0.456
01/11/2013 11:26:27.316,0,0.456
01/11/2013 11:26:27.372,0,0.456
01/11/2013 11:26:27.428,0,-0.324
01/11/2013 11:26:27.484,0,-0.324
01/11/2013 11:26:27.540,0,-0.324
01/11/2013 11:26:27.596,0,-0.324
01/11/2013 11:26:27.652,0,-0.324
01/11/2013 11:26:27.708,0,0.04
01/11/2013 11:26:27.764,0,0.04
01/11/2013 11:26:27.820,0,0.04
01/11/2013 11:26:27.876,0,0.04
01/11/2013 11:26:27.932,0,-0.324
01/11/2013 11:26:27.988,0,-0.324
01/11/2013 11:26:28.044,0,-0.324
01/11/2013 11:26:28.100,0,-0.324
01/11/2013 11:26:28.156,0,-0.324
01/11/2013 11:26:28.212,0,0.392
01/11/2013 11:26:28.268,0,0.392
01/11/2013 11:26:28.324,0,0.392
01/11/2013 11:26:28.380,0,0.392
01/11/2013 11:26:28.436,0,-0.052
01/11/2013 11:26:28.492,0,-0.052
01/11/2013 11:26:28.548,0,-0.052
01/11/2013 11:26:28.604,0,-0.052
01/11/2013 11:26:28.660,0,-0.052
01/11/2013 11:26:28.716,0,0.28
01/11/2013 11:26:28.772,0,0.28
01/11/2013 11:26:28.828,0,0.28
01/11/2013 11:26:28.884,0,0.28
01/11/2013 11:26:28.940,0,-0.332
01/11/2013 11:26:28.996,0,-0.332
01/11/2013 11:26:29.052,0,-0.332
01/11/2013 11:26:29.108,0,-0.332
01/11/2013 11:26:29.164,0,-0.332
01/11/2013 11:26:29.220,0,-0.332
01/11/2013 11:26:29.276,0,-0.332
